Site,Plot_Name,elev
Mashoes,MAFOR10,0.30644545
Mashoes,MAFOR10,0.335363984
Mashoes,MAFOR11,0.282190114
Mashoes,MAFOR11,0.260852396
Mashoes,MAFOR11,0.316099674
Mashoes,MAFOR11,0.263729423
Mashoes,MAFOR11,0.309173703
Mashoes,MAFOR11,0.291785151
Mashoes,MAFOR11,0.263711959
Mashoes,MAFOR11,0.316251665
Mashoes,MAFOR12,0.313802272
Mashoes,MAFOR12,0.323788226
Mashoes,MAFOR12,0.282452911
Mashoes,MAFOR12,0.348039001
Mashoes,MAFOR12,0.278741032
Mashoes,MAFOR12,0.337044299
Mashoes,MAFOR12,0.354555577
Mashoes,MAFOR12,0.293113112
Swanquarter,SWMAR01,0.66661483
Swanquarter,SWMAR01,0.703325629
Swanquarter,SWMAR01,0.722407222
Swanquarter,SWMAR01,0.639150679
Swanquarter,SWMAR01,0.707687318
Swanquarter,SWMAR01,0.528292537
Swanquarter,SWMAR01,0.633328259
Swanquarter,SWMAR01,0.608647704
